# name, t50, t90, fluence, fluence_batse, flux_256, flux_batse_1024, pflx_best_fitting_model, pflx_best_model_redchisq
GRB120101354, 0.064, 0.128, 1.09E-07, 8.76E-08, 3.9821, 0.552, pflx_plaw, 0.92
GRB090718720, 31.68, 76.481, 3.32E-06, 1.89E-06, 2.5811, 0.5511, pflx_plaw, 1.167
GRB090320045, 1.344, 2.368, 4.45E-07, 2.49E-07, 1.8711, 0.5505, pflx_plaw, 1.005
GRB110528624, 37.12, 69.633, 4.60E-06, 2.67E-06, 2.8677, 0.549, pflx_plaw, 1.029
GRB150222832, 17.664, 74.752, 3.84E-06, 2.05E-06, 4.5364, 0.548, pflx_plaw, 0.863
GRB111201599, 8.448, 16.896, 1.86E-06, 9.39E-07, 2.5584, 0.5473, pflx_plaw, 1.005
GRB140204547, 33.024, 71.168, 2.35E-06, 1.30E-06, 2.1989, 0.546, pflx_plaw, 0.874
GRB140809133, 37.632, 69.12, 1.92E-06, 9.74E-07, 1.8755, 0.5444, pflx_plaw, 1.037
GRB121005030, 26.88, 96.768, 3.73E-06, 1.81E-06, 3.7966, 0.5435, pflx_plaw, 0.994
GRB140929677, 18.176, 37.12, 1.87E-06, 9.39E-07, 4.0383, 0.5414, pflx_plaw, 1.064
GRB130716352, 38.912, 91.136, 2.99E-06, 1.63E-06, 1.9801, 0.5392, pflx_plaw, 1.206
GRB110901230, 8.96, 22.528, 1.51E-06, 7.16E-07, 3.586, 0.5391, pflx_plaw, 0.954
GRB150203173, 15.872, 25.6, 1.86E-06, 9.69E-07, 2.443, 0.5376, pflx_plaw, 0.865
GRB090610883, 3.584, 7.424, 7.64E-07, 3.92E-07, 2.9796, 0.5372, pflx_plaw, 0.964
GRB150428305, 16.384, 32.512, 1.53E-06, 8.48E-07, 2.5141, 0.5362, pflx_plaw, 1.049
GRB160222070, 7.68, 18.176, 1.27E-06, 6.74E-07, 2.2217, 0.536, pflx_plaw, 1.06
GRB111203609, 9.984, 22.016, 6.95E-07, 3.64E-07, 2.1401, 0.5354, pflx_plaw, 1.017
GRB110422029, 0.256, 0.32, 8.06E-08, 5.69E-08, 3.5273, 0.5349, pflx_plaw, 1.014
GRB100516369, 1.024, 2.112, 1.88E-07, 1.11E-07, 3.2039, 0.5335, pflx_plaw, 0.862
GRB140717827, 47.104, 80.64, 5.79E-06, 3.03E-06, 4.6897, 0.5324, pflx_plaw, 1.026
GRB120111051, 25.6, 76.801, 3.97E-06, 2.36E-06, 2.6341, 0.532, pflx_plaw, 0.921
GRB110730008, 11.52, 28.416, 1.26E-06, 6.49E-07, 2.8195, 0.5308, pflx_plaw, 0.915
GRB120504468, 20.48, 41.985, 3.36E-06, 1.66E-06, 3.4438, 0.5299, pflx_plaw, 1.036
GRB130908677, 24.064, 66.048, 2.92E-06, 1.85E-06, 1.7234, 0.5283, pflx_plaw, 0.99
GRB120415891, 0.32, 0.96, 1.30E-07, 7.17E-08, 4.5588, 0.5257, pflx_plaw, 1.06
GRB091106762, 11.008, 14.592, 1.83E-06, 7.85E-07, 4.4594, 0.5245, pflx_plaw, 0.794
GRB120331055, 1.28, 16.384, 6.77E-07, 2.53E-07, 16.3223, 0.5216, pflx_plaw, 1.105
GRB100218194, 13.696, 29.185, 2.64E-06, 1.55E-06, 2.283, 0.5214, pflx_plaw, 1.035
GRB141031257, 16.64, 38.656, 1.60E-06, 8.69E-07, 2.1248, 0.5213, pflx_plaw, 1.013
GRB140907429, 15.616, 27.392, 1.35E-06, 6.99E-07, 5.2335, 0.5212, pflx_plaw, 0.969
GRB120521380, 19.456, 91.134, 3.11E-06, 1.79E-06, 2.3742, 0.5197, pflx_plaw, 0.965
GRB120510900, 27.392, 62.465, 6.01E-06, 3.01E-06, 3.9483, 0.5186, pflx_plaw, 0.95
GRB110331604, 1.152, 3.2, 2.64E-07, 1.40E-07, 2.867, 0.5175, pflx_comp, 1.015
GRB130403866, 9.728, 22.784, 1.09E-06, 6.15E-07, 1.8015, 0.5168, pflx_plaw, 0.986
GRB091201089, 5.952, 12.992, 9.43E-07, 4.48E-07, 2.0913, 0.5167, pflx_plaw, 0.925
GRB101204343, 0.128, 0.128, 2.82E-07, 1.17E-07, 3.667, 0.5155, pflx_comp, 1.071
GRB140610689, 57.344, 134.144, 1.38E-05, 6.26E-06, 3.6277, 0.5144, pflx_plaw, 0.968
GRB090602564, 7.168, 20.736, 2.79E-06, 1.15E-06, 3.6368, 0.5143, pflx_plaw, 1.195
GRB100605774, 3.072, 8.192, 7.57E-07, 4.34E-07, 2.8409, 0.5143, pflx_plaw, 1.054
GRB080805584, 23.808, 65.665, 4.38E-06, 2.27E-06, 3.0284, 0.5141, pflx_plaw, 0.865
GRB110616648, 4.864, 12.544, 1.29E-06, 5.88E-07, 5.0551, 0.5138, pflx_plaw, 1.029
GRB120302080, 43.776, 80.384, 2.53E-06, 1.29E-06, 3.601, 0.5124, pflx_plaw, 0.954
GRB101030664, 65.537, 95.746, 5.12E-06, 2.69E-06, 2.8942, 0.5095, pflx_plaw, 0.872
GRB120319983, 40.448, 72.448, 2.42E-06, 1.30E-06, 3.0297, 0.5088, pflx_plaw, 1.104
GRB081230871, 0.256, 0.512, 1.81E-07, 9.14E-08, 2.2412, 0.5071, pflx_plaw, 0.986
GRB111025078, 31.488, 51.712, 2.98E-06, 1.58E-06, 2.5227, 0.5065, pflx_plaw, 1.001
GRB110511616, 2.56, 5.888, 4.89E-07, 2.57E-07, 2.8719, 0.5057, pflx_plaw, 1.05
GRB160218711, 4.352, 20.224, 1.27E-06, 6.96E-07, 3.1641, 0.5022, pflx_plaw, 0.92
GRB160228034, 3.584, 16.128, 7.19E-07, 3.28E-07, 2.2735, 0.5022, pflx_plaw, 1.031
GRB120327418, 0.128, 0.256, 1.14E-07, 7.31E-08, 5.0848, 0.5016, pflx_plaw, 0.979
GRB120302722, 0.512, 1.6, 1.19E-07, 6.00E-08, 4.3476, 0.5012, pflx_plaw, 0.995
GRB110227009, 0.768, 1.728, 1.64E-07, 9.59E-08, 2.8495, 0.5007, pflx_plaw, 0.997
GRB140406144, 24.064, 37.12, 2.35E-06, 1.51E-06, 1.9626, 0.4987, pflx_plaw, 0.898
GRB100516396, 0.128, 0.64, 1.84E-07, 9.15E-08, 2.2487, 0.4974, pflx_plaw, 0.952
GRB080920268, 51.457, 113.921, 1.87E-06, 9.41E-07, 1.6107, 0.4968, pflx_plaw, 1.028
GRB110207959, 3.328, 7.68, 3.42E-07, 1.90E-07, 3.3007, 0.4951, pflx_plaw, 1.133
GRB151122709, 17.408, 51.2, 2.29E-06, 1.29E-06, 3.0679, 0.4951, pflx_plaw, 1.06
GRB110609185, 2.816, 9.984, 5.05E-07, 2.70E-07, 3.0478, 0.4936, pflx_plaw, 0.913
GRB150710646, 14.848, 33.28, 1.52E-06, 7.81E-07, 2.2013, 0.4916, pflx_plaw, 0.943
GRB090815300, 20.224, 48.385, 1.43E-06, 7.86E-07, 2.6683, 0.4901, pflx_plaw, 0.957
GRB090403314, 6.656, 14.848, 1.09E-06, 6.33E-07, 2.4269, 0.4899, pflx_plaw, 1.05
GRB110613631, 20.48, 40.193, 3.26E-06, 1.78E-06, 2.626, 0.4891, pflx_plaw, 1.087
GRB130623396, 16.128, 44.544, 1.07E-06, 5.95E-07, 1.7205, 0.488, pflx_plaw, 0.871
GRB150604284, 17.152, 52.736, 1.46E-06, 7.88E-07, 2.2368, 0.4846, pflx_plaw, 1.009
GRB121202181, 10.24, 17.152, 2.01E-06, 1.17E-06, 3.6362, 0.4842, pflx_plaw, 0.918
GRB131028096, 9.472, 14.336, 1.46E-06, 7.93E-07, 5.4516, 0.4835, pflx_plaw, 0.961
GRB160318342, 5.12, 12.8, 8.97E-07, 5.52E-07, 2.9663, 0.4813, pflx_plaw, 0.887
GRB111005398, 9.472, 30.72, 2.05E-06, 1.17E-06, 2.7418, 0.4798, pflx_plaw, 0.963
GRB101127102, 20.224, 60.672, 3.09E-06, 1.71E-06, 2.7087, 0.4797, pflx_plaw, 1.042
GRB120612680, 32.256, 63.232, 2.06E-06, 1.10E-06, 3.8088, 0.479, pflx_plaw, 0.899
GRB110101202, 1.024, 3.584, 2.50E-07, 1.45E-07, 3.2296, 0.4786, pflx_plaw, 0.994
GRB110130230, 32, 47.36, 2.90E-06, 1.54E-06, 3.0305, 0.4778, pflx_plaw, 1.039
GRB130213905, 6.144, 15.36, 9.87E-07, 4.97E-07, 2.6297, 0.4763, pflx_plaw, 1.005
GRB080805496, 17.408, 29.44, 1.75E-06, 6.82E-07, 3.9206, 0.4735, pflx_plaw, 1.061
GRB151026169, 33.024, 53.248, 1.80E-06, 1.10E-06, 2.2414, 0.4734, pflx_plaw, 0.881
GRB120219563, 4.544, 8.128, 5.58E-07, 3.27E-07, 2.4097, 0.4729, pflx_plaw, 1.169
GRB140628626, 6.4, 12.544, 1.47E-06, 8.26E-07, 3.6326, 0.4724, pflx_plaw, 1.051
GRB120531393, 7.424, 25.344, 9.10E-07, 5.16E-07, 2.2793, 0.4693, pflx_plaw, 1.033
GRB100410356, 3.328, 9.728, 8.29E-07, 4.55E-07, 3.6957, 0.4692, pflx_plaw, 1.136
GRB090510325, 3.328, 7.424, 5.60E-07, 3.17E-07, 2.5204, 0.4689, pflx_comp, 1.096
GRB120312671, 4.608, 13.312, 8.29E-07, 4.75E-07, 3.104, 0.4686, pflx_plaw, 1.061
GRB101101899, 13.824, 31.232, 2.60E-06, 1.44E-06, 2.8153, 0.4668, pflx_plaw, 0.968
GRB081006604, 2.301, 6.4, 8.33E-07, 3.77E-07, 3.2844, 0.465, pflx_plaw, 1.058
GRB110522256, 10.752, 28.16, 2.11E-06, 1.19E-06, 3.3343, 0.4648, pflx_plaw, 0.927
GRB140521184, 24.832, 46.592, 2.75E-06, 1.41E-06, 2.8519, 0.4624, pflx_plaw, 0.905
GRB130702951, 7.168, 16.384, 7.53E-07, 4.34E-07, 2.2354, 0.4617, pflx_plaw, 0.929
GRB090519881, 26.625, 74.177, 5.73E-06, 1.81E-06, 2.3051, 0.4614, pflx_plaw, 0.973
GRB111109453, 1.792, 4.864, 3.05E-07, 1.75E-07, 2.7362, 0.4605, pflx_plaw, 1.125
GRB140113183, 33.792, 68.864, 2.65E-06, 1.36E-06, 3.5256, 0.4585, pflx_plaw, 0.96
GRB140710901, 5.632, 11.52, 1.40E-06, 6.20E-07, 3.7215, 0.4572, pflx_plaw, 1.069
GRB091231540, 4.352, 15.616, 7.09E-07, 4.06E-07, 2.555, 0.4566, pflx_plaw, 1.044
GRB100719825, 1.28, 3.072, 2.74E-07, 1.50E-07, 3.7444, 0.4565, pflx_plaw, 1.082
GRB080808772, 66.561, 211.97, 7.07E-06, 3.87E-06, 3.1203, 0.4537, pflx_plaw, 0.903
GRB081122614, 0.128, 0.192, 1.39E-07, 7.05E-08, 7.0074, 0.4535, pflx_plaw, 0.923
GRB100313509, 17.408, 34.048, 2.54E-06, 1.30E-06, 3.1624, 0.4513, pflx_plaw, 1.066
GRB110101506, 158.722, 235.523, 6.63E-06, 3.53E-06, 2.7264, 0.4496, pflx_plaw, 1.011
GRB100315361, 16.896, 35.584, 2.58E-06, 1.36E-06, 1.6857, 0.4495, pflx_plaw, 1.111
GRB090412061, 0.128, 0.896, 1.25E-07, 7.36E-08, 3.2896, 0.4489, pflx_plaw, 0.928
GRB081006872, 1.536, 3.328, 3.87E-07, 2.39E-07, 3.0083, 0.4484, pflx_plaw, 1.055
GRB081206604, 3.072, 7.936, 5.00E-07, 2.62E-07, 2.2369, 0.4468, pflx_plaw, 1.091
GRB110108977, 25.856, 51.456, 2.51E-06, 1.36E-06, 2.9267, 0.4457, pflx_plaw, 1.085
GRB111008992, 18.176, 42.496, 3.03E-06, 1.65E-06, 3.4376, 0.4451, pflx_plaw, 0.981
GRB150127935, 38.656, 84.224, 1.77E-06, 9.29E-07, 2.4175, 0.4443, pflx_plaw, 1.049
GRB160308709, 66.816, 88.064, 8.20E-07, 4.45E-07, 1.7803, 0.4413, pflx_plaw, 1.049
GRB100926694, 28.416, 37.888, 1.37E-06, 7.67E-07, 2.4232, 0.4411, pflx_plaw, 0.994
GRB090409288, 12.736, 30.337, 1.13E-06, 5.68E-07, 2.1145, 0.4404, pflx_plaw, 0.849
GRB110517453, 0.128, 0.576, 9.89E-08, 5.30E-08, 3.3482, 0.4385, pflx_plaw, 0.864
GRB131127480, 24.32, 59.648, 4.24E-06, 2.25E-06, 2.8026, 0.4381, pflx_plaw, 1.01
GRB120702891, 15.36, 35.073, 1.60E-06, 9.95E-07, 2.3059, 0.4375, pflx_plaw, 0.955
GRB080714086, 2.816, 5.376, 6.76E-07, 3.54E-07, 2.2429, 0.4329, pflx_plaw, 1.09
GRB131202633, 8.704, 19.968, 8.17E-07, 4.47E-07, 2.673, 0.4325, pflx_plaw, 1.037
GRB110624906, 1.664, 3.52, 2.78E-07, 1.46E-07, 2.6903, 0.4316, pflx_plaw, 0.942
GRB150422294, 11.008, 30.208, 2.45E-06, 1.26E-06, 2.9855, 0.4288, pflx_plaw, 1.101
GRB081101491, 0.064, 0.128, 1.68E-07, 8.60E-08, 4.483, 0.4257, pflx_plaw, 0.957
GRB100625891, 18.432, 29.184, 1.40E-06, 7.99E-07, 2.5431, 0.425, pflx_plaw, 1.024
GRB140918379, 142.592, 165.632, 2.12E-06, 1.10E-06, 3.0375, 0.4249, pflx_plaw, 0.962
GRB100915243, 2.304, 7.936, 4.75E-07, 2.48E-07, 2.7757, 0.4249, pflx_plaw, 1.11
GRB120824594, 29.697, 111.618, 5.92E-06, 3.22E-06, 2.3889, 0.4239, pflx_plaw, 1.069
GRB100929235, 3.072, 8.192, 4.95E-07, 3.14E-07, 1.8623, 0.4239, pflx_plaw, 0.971
GRB101223834, 13.824, 56.065, 2.46E-06, 1.30E-06, 2.9819, 0.4235, pflx_plaw, 1.207
GRB130324042, 19.712, 56.32, 2.06E-06, 1.27E-06, 1.95, 0.4228, pflx_plaw, 1.01
GRB150323712, 21.76, 43.264, 1.88E-06, 1.02E-06, 2.2676, 0.4222, pflx_plaw, 0.938
GRB120411925, 35.072, 38.912, 1.46E-06, 7.26E-07, 2.8468, 0.4218, pflx_plaw, 1.107
GRB111001804, 0.256, 0.384, 1.90E-07, 6.26E-08, 2.7437, 0.4215, pflx_plaw, 0.995
GRB120220210, 9.216, 21.248, 1.24E-06, 6.99E-07, 2.2457, 0.419, pflx_plaw, 0.974
GRB160123095, 16.64, 37.632, 8.96E-07, 3.95E-07, 2.7455, 0.417, pflx_plaw, 1.066
GRB081119184, 0.192, 0.32, 1.30E-07, 6.14E-08, 3.2945, 0.4159, pflx_plaw, 1.053
GRB090513941, 6.4, 11.776, 1.04E-06, 4.83E-07, 3.9903, 0.4143, pflx_plaw, 0.893
GRB160220059, 4.736, 8.768, 6.19E-07, 3.36E-07, 2.4115, 0.4137, pflx_plaw, 0.991
GRB150216415, 14.592, 33.792, 2.29E-06, 1.21E-06, 2.6388, 0.4136, pflx_plaw, 1.009
GRB130925164, 3.328, 6.4, 6.34E-07, 2.83E-07, 3.6929, 0.4123, pflx_plaw, 1.125
GRB110131780, 0.192, 0.384, 5.75E-08, 3.80E-08, 3.0683, 0.4123, pflx_plaw, 0.789
GRB081206987, 5.888, 22.528, 1.13E-06, 6.49E-07, 2.3163, 0.4117, pflx_plaw, 0.959
GRB130816074, 26.624, 36.864, 7.96E-07, 3.75E-07, 2.8198, 0.4112, pflx_plaw, 0.931
GRB090306245, 11.264, 27.904, 1.37E-06, 7.13E-07, 2.2145, 0.411, pflx_plaw, 0.976
GRB120427153, 11.52, 22.784, 6.81E-07, 3.75E-07, 2.6677, 0.4096, pflx_plaw, 1.09
GRB100727238, 10.24, 23.808, 1.06E-06, 5.63E-07, 2.8404, 0.4077, pflx_plaw, 1.058
GRB081130212, 1.28, 2.24, 2.64E-07, 9.50E-08, 5.1307, 0.407, pflx_plaw, 1.16
GRB140118064, 56.064, 90.112, 3.96E-06, 1.81E-06, 4.418, 0.4062, pflx_plaw, 1.006
GRB130127299, 12.288, 19.456, 1.02E-06, 5.56E-07, 2.4758, 0.4053, pflx_plaw, 0.969
GRB130117087, 30.464, 78.848, 2.85E-06, 1.54E-06, 2.4662, 0.4044, pflx_plaw, 0.922
GRB110213876, 0.256, 0.32, 3.27E-08, 6.62E-08, 2.7479, 0.4021, pflx_plaw, 0.978
GRB120403857, 1.408, 4.288, 2.40E-07, 1.25E-07, 2.2466, 0.398, pflx_plaw, 1.038
GRB120430980, 7.168, 14.592, 5.56E-07, 3.19E-07, 2.1923, 0.3966, pflx_plaw, 0.989
GRB091122163, 0.448, 1.984, 1.10E-07, 6.89E-08, 2.6753, 0.3918, pflx_plaw, 1.057
GRB111124308, 3.072, 8.96, 6.26E-07, 3.43E-07, 1.9369, 0.3863, pflx_plaw, 1.04
GRB090708152, 7.68, 21.248, 1.01E-06, 5.26E-07, 1.8317, 0.3655, pflx_plaw, 1.049
GRB110316139, 1.28, 2.944, 1.15E-07, 6.44E-08, 3.6497, 0.3651, pflx_plaw, 1.095
GRB131212814, 3.072, 7.424, 4.75E-07, 2.45E-07, 2.1625, 0.3647, pflx_plaw, 1.049
GRB130118482, 6.4, 21.568, 8.28E-07, 4.40E-07, 3.2652, 0.3583, pflx_plaw, 0.989
GRB090815946, 186.624, 212.992, 2.88E-06, 1.52E-06, 2.1368, 0.3583, pflx_plaw, 1.098
GRB120114433, 1.408, 2.752, 1.49E-07, 8.65E-08, 1.7626, 0.3581, pflx_plaw, 1.126
GRB100112418, 9.472, 23.04, 1.05E-06, 5.56E-07, 3.1609, 0.3575, pflx_plaw, 1.116
GRB101027230, 0.128, 1.344, 1.44E-07, 6.80E-08, 2.7725, 0.3572, pflx_plaw, 1.105
GRB100922625, 3.072, 4.352, 4.25E-07, 2.18E-07, 1.9606, 0.3566, pflx_plaw, 1.042
GRB081213173, 0.192, 0.256, 1.23E-07, 5.63E-08, 2.981, 0.3556, pflx_plaw, 1.094
GRB110321346, 11.264, 30.72, 1.12E-06, 6.12E-07, 1.9568, 0.3528, pflx_plaw, 1.093
GRB091115177, 18.432, 37.376, 1.54E-06, 8.38E-07, 2.0898, 0.3472, pflx_plaw, 1.187
GRB120120432, 13.312, 32.256, 1.50E-06, 8.15E-07, 2.6309, 0.3461, pflx_plaw, 1.069
GRB100225249, 16.896, 32, 5.96E-07, 3.25E-07, 2.9074, 0.3442, pflx_plaw, 0.985
GRB150828901, 0.96, 2.048, 1.42E-07, 8.28E-08, 1.6517, 0.3422, pflx_plaw, 0.949
GRB100228544, 33.28, 67.072, 2.77E-06, 1.46E-06, 2.7763, 0.3403, pflx_plaw, 1.025
GRB091019750, 0.016, 0.208, 9.06E-08, 6.08E-08, 2.3693, 0.3402, pflx_plaw, 0.924
GRB131102622, 29.952, 62.976, 1.42E-06, 7.67E-07, 1.8725, 0.34, pflx_plaw, 1.063
GRB141122956, 1.536, 4.096, 2.22E-07, 1.12E-07, 1.5909, 0.3396, pflx_plaw, 0.943
GRB101102840, 19.2, 43.52, 1.72E-06, 9.29E-07, 2.5072, 0.3334, pflx_plaw, 1.076
GRB101002279, 5.632, 7.168, 4.40E-07, 2.52E-07, 2.1567, 0.3329, pflx_plaw, 1.072
GRB130407800, 13.824, 32, 1.75E-06, 8.88E-07, 2.526, 0.3264, pflx_plaw, 1
GRB090307167, 18.432, 29.44, 1.09E-06, 5.54E-07, 2.6632, 0.3243, pflx_plaw, 0.968
GRB081105614, 0.128, 1.28, 2.75E-07, 8.46E-08, 2.9133, 0.3208, pflx_plaw, 1
GRB110205027, 2.304, 6.4, 1.95E-07, 1.10E-07, 2.7561, 0.3203, pflx_plaw, 1.057
GRB101017619, 20.224, 47.872, 1.78E-06, 9.95E-07, 2.4947, 0.3191, pflx_plaw, 0.971
GRB120915474, 3.328, 5.888, 3.83E-07, 2.05E-07, 2.0387, 0.3178, pflx_plaw, 0.934
GRB101205309, 3.072, 7.936, 3.90E-07, 2.17E-07, 2.1172, 0.3177, pflx_plaw, 1.015
GRB130509839, 11.264, 31.488, 1.52E-06, 8.96E-07, 1.8415, 0.3174, pflx_plaw, 1.037
GRB130214137, 48.384, 96.768, 1.59E-06, 8.33E-07, 1.9445, 0.3147, pflx_plaw, 1.14
GRB090904581, 20.992, 38.401, 1.64E-06, 8.69E-07, 2.1259, 0.3139, pflx_plaw, 1.053
GRB111117526, 13.824, 23.808, 1.42E-06, 7.89E-07, 2.0921, 0.3107, pflx_plaw, 0.99
GRB101127093, 22.016, 29.44, 6.96E-07, 3.75E-07, 1.8659, 0.3091, pflx_plaw, 1.127
GRB120711446, 45.312, 87.552, 1.86E-06, 1.00E-06, 2.2622, 0.3054, pflx_plaw, 1.02
GRB110217591, 30.464, 60.672, 1.42E-06, 7.78E-07, 3.2282, 0.302, pflx_plaw, 1.007
GRB121019233, 6.912, 14.336, 5.89E-07, 3.19E-07, 1.9651, 0.3009, pflx_plaw, 0.996
GRB101025146, 6.4, 14.336, 2.79E-07, 1.52E-07, 1.8235, 0.2959, pflx_plaw, 0.935
GRB150101641, 0.016, 0.08, 2.38E-07, 8.81E-08, 4.5857, 0.2936, pflx_plaw, 0.874
GRB120129312, 0.384, 1.28, 8.93E-08, 6.39E-08, 2.3694, 0.2913, pflx_plaw, 1.133
GRB130903033, 36.864, 68.608, 2.52E-06, 1.17E-06, 2.5257, 0.2901, pflx_plaw, 1.04
GRB100706693, 0.064, 0.128, 1.32E-07, 6.55E-08, 2.5342, 0.2899, pflx_plaw, 1.012
GRB090225009, 1.6, 2.176, 1.54E-07, 7.22E-08, 3.4771, 0.2854, pflx_plaw, 1.081
GRB110228792, 9.472, 17.152, 9.60E-07, 5.42E-07, 2.0751, 0.2837, pflx_plaw, 1.132
GRB120920003, 12.288, 28.16, 1.00E-06, 5.19E-07, 1.8039, 0.2812, pflx_plaw, 1.006
GRB120616630, 0.032, 0.048, 2.58E-07, 6.42E-08, 2.8533, 0.2804, pflx_plaw, 1.126
GRB100207721, 8.768, 17.728, 4.34E-07, 2.28E-07, 1.705, 0.2792, pflx_plaw, 1.082
GRB110413938, 20.736, 54.272, 1.10E-06, 6.10E-07, 2.3539, 0.2755, pflx_plaw, 1.107
GRB110424758, 0.128, 0.672, 4.65E-08, 2.59E-08, 2.086, 0.2736, pflx_plaw, 1
GRB130305526, 92.672, 118.528, 1.52E-06, 8.32E-07, 2.0901, 0.262, pflx_plaw, 1.068
GRB140818781, 4.608, 20.992, 8.49E-07, 4.72E-07, 2.3845, 0.2617, pflx_plaw, 0.955
GRB160104475, 2.304, 8.704, 4.82E-07, 2.31E-07, 3.5945, 0.261, pflx_plaw, 0.969
GRB090629543, 9.728, 20.48, 4.39E-07, 2.23E-07, 2.1993, 0.2504, pflx_plaw, 0.959
GRB110124784, 1.792, 5.376, 1.59E-07, 8.73E-08, 1.5946, 0.25, pflx_plaw, 0.977
GRB150904479, 14.336, 23.296, 1.03E-06, 5.63E-07, 2.413, 0.2441, pflx_plaw, 0.96
GRB101130074, 2.304, 4.864, 2.34E-07, 1.09E-07, 1.8414, 0.2435, pflx_plaw, 1.047
GRB120629565, 0.32, 0.704, 5.19E-08, 3.24E-08, 2.1057, 0.2388, pflx_plaw, 1.115
GRB130612141, 2.048, 7.424, 6.80E-07, 3.24E-07, 4.2121, 0.2384, pflx_plaw, 1.007
GRB080719529, 8.448, 16.128, 7.75E-07, 3.88E-07, 1.7749, 0.234, pflx_plaw, 1.388
GRB100208386, 0.128, 0.192, 1.81E-07, 4.33E-08, 2.3694, 0.2329, pflx_plaw, 0.941
GRB080919790, 0.128, 0.512, 4.59E-08, 2.36E-08, 2.5111, 0.1543, pflx_plaw, 0.881
GRB080831053, 0.064, 0.576, 5.62E-08, 3.91E-08, 1.1157, 0.1463, pflx_plaw, 0.977
