Helység megnevezése,KSH kódja,jogállása,Megye megnevezése,Járás kódja,Járás neve,Járás székhelye,Közös önkormányzati hivatal kódja,Közös önkormányzati hivatal székhelye,Terület  (hektár),Lakó-népesség,Lakások száma
Mosdós,31343,község,Somogy,1430.0,Kaposvári,Kaposvár,5,Baté,1695,938,338
Mosonmagyaróvár,4783,város,Győr-Moson-Sopron,891.0,Mosonmagyaróvári,Mosonmagyaróvár,1,–,8378,32856,14334
Mosonszentmiklós,33677,község,Győr-Moson-Sopron,870.0,Győri,Győr,1,–,3071,2383,953
Mosonszolnok,28149,község,Győr-Moson-Sopron,890.0,Mosonmagyaróvári,Mosonmagyaróvár,2,Helyben – Locally,4392,1716,587
Mosonudvar,34412,község,Győr-Moson-Sopron,890.0,Mosonmagyaróvári,Mosonmagyaróvár,6,Mosonszolnok,157,412,152
Mozsgó,29540,község,Baranya,330.0,Szigetvári,Szigetvár,2,Helyben – Locally,2176,996,338
Mőcsény,33349,község,Tolna,1700.0,Bonyhádi,Bonyhád,6,Bonyhád,1214,375,141
Mucsfa,13620,község,Tolna,1700.0,Bonyhádi,Bonyhád,6,Kakasd,1275,357,148
Mucsi,7029,község,Tolna,1740.0,Tamási,Tamási,6,Szakály,2476,438,211
Múcsony,21546,nagyközség,Borsod-Abaúj-Zemplén,580.0,Kazincbarcikai,Kazincbarcika,1,–,1755,2998,1208
Muhi,2158,község,Borsod-Abaúj-Zemplén,680.0,Tiszaújvárosi,Tiszaújváros,6,Sajóörös,962,443,209
Murakeresztúr,25210,község,Zala,1960.0,Nagykanizsai,Nagykanizsa,2,Helyben – Locally,1171,1619,697
Murarátka,7968,község,Zala,1950.0,Letenyei,Letenye,6,Letenye,1204,224,127
Muraszemenye,33987,község,Zala,1950.0,Letenyei,Letenye,6,Bázakerettye,1615,584,285
Murga,18917,község,Tolna,1700.0,Bonyhádi,Bonyhád,6,Zomba,659,65,49
Murony,11989,község,Békés,450.0,Békési,Békés,2,Helyben – Locally,3570,1135,544
Nábrád,19211,község,Szabolcs-Szatmár-Bereg,1500.0,Fehérgyarmati,Fehérgyarmat,2,Helyben – Locally,1768,945,365
Nadap,27599,község,Fejér,800.0,Gárdonyi,Gárdony,5,Kápolnásnyék,693,576,255
Nádasd,6716,község,Vas,1770.0,Körmendi,Körmend,2,Helyben – Locally,3560,1292,548
Nádasdladány,13903,község,Fejér,850.0,Székesfehérvári,Székesfehérvár,6,Úrhida,2635,1739,632
Nádudvar,28103,város,Hajdú-Bihar,1000.0,Hajdúszoboszlói,Hajdúszoboszló,1,–,22591,8697,3736
Nágocs,15909,község,Somogy,1470.0,Tabi,Tab,6,Andocs,2226,660,257
Nagyacsád,23551,község,Veszprém,1870.0,Pápai,Pápa,6,Nemesgörzsöny,1396,593,255
Nagyalásony,27979,község,Veszprém,1860.0,Devecseri,Devecser,6,Tüskevár,1401,448,213
Nagyar,4710,község,Szabolcs-Szatmár-Bereg,1500.0,Fehérgyarmati,Fehérgyarmat,5,Túristvándi,1599,686,278
Nagyatád,17941,város,Somogy,1451.0,Nagyatádi,Nagyatád,1,–,7060,10468,5005
Nagybajcs,2361,község,Győr-Moson-Sopron,870.0,Győri,Győr,6,Kisbajcs,765,983,373
Nagybajom,21652,város,Somogy,1430.0,Kaposvári,Kaposvár,2,Helyben – Locally,10806,3309,1131
Nagybakónak,12760,község,Zala,1960.0,Nagykanizsai,Nagykanizsa,6,Nagyrécse,1794,385,216
Nagybánhegyes,26028,község,Békés,490.0,Mezőkovácsházai,Mezőkovácsháza,5,Kaszaper,4224,1206,789
Nagybaracska,25955,község,Bács-Kiskun,350.0,Bajai,Baja,2,Helyben – Locally,3795,2298,1017
Nagybarca,29188,község,Borsod-Abaúj-Zemplén,580.0,Kazincbarcikai,Kazincbarcika,5,Bánhorváti,1439,944,354
Nagybárkány,16391,község,Nógrád,1200.0,Salgótarjáni,Salgótarján,5,Lucfalva,884,695,239
Nagyberény,29063,község,Somogy,1460.0,Siófoki,Siófok,6,Ádánd,2314,1292,597
Nagyberki,21449,község,Somogy,1430.0,Kaposvári,Kaposvár,2,Helyben – Locally,2174,1419,518
Nagybörzsöny,14775,község,Pest,1370.0,Szobi,Szob,6,Kemence,5066,681,353
Nagybudmér,3984,község,Baranya,240.0,Bólyi,Bóly,6,Bóly,1022,161,83
Nagycenk,2495,nagyközség,Győr-Moson-Sopron,910.0,Soproni,Sopron,2,Helyben – Locally,1945,2103,778
Nagycsány,18111,község,Baranya,300.0,Sellyei,Sellye,6,Csányoszró,565,155,52
Nagycsécs,5582,község,Borsod-Abaúj-Zemplén,680.0,Tiszaújvárosi,Tiszaújváros,5,Sajóörös,983,811,286
Nagycsepely,20598,község,Somogy,1460.0,Siófoki,Siófok,6,Balatonszárszó,1980,410,183
Nagycserkesz,22743,község,Szabolcs-Szatmár-Bereg,1570.0,Nyíregyházi,Nyíregyháza,6,Kálmánháza,4148,1762,634
Nagydém,10001,község,Veszprém,1870.0,Pápai,Pápa,6,Csót,1332,357,157
Nagydobos,21485,község,Szabolcs-Szatmár-Bereg,1540.0,Mátészalkai,Mátészalka,1,–,2693,2251,745
Nagydobsza,33899,község,Baranya,330.0,Szigetvári,Szigetvár,2,Helyben – Locally,1323,608,227
Nagydorog,18388,nagyközség,Tolna,1720.0,Paksi,Paks,2,Helyben – Locally,4144,2544,1081
Nagyecsed,6488,város,Szabolcs-Szatmár-Bereg,1540.0,Mátészalkai,Mátészalka,1,–,4385,6317,2378
Nagyér,20914,község,Csongrád,730.0,Makói,Makó,6,Csanádalberti,1229,521,258
Nagyesztergár,23180,község,Veszprém,1920.0,Zirci,Zirc,6,Dudar,1829,1143,401
Nagyfüged,26879,község,Heves,1060.0,Gyöngyösi,Gyöngyös,2,Helyben – Locally,2751,1660,711
Nagygeresd,9283,község,Vas,1790.0,Sárvári,Sárvár,6,Uraiújfalu,940,281,142
Nagygörbő,5218,község,Zala,1980.0,Zalaszentgróti,Zalaszentgrót,6,Óhíd,745,153,102
Nagygyimót,8262,község,Veszprém,1870.0,Pápai,Pápa,6,Csót,2344,542,247
Nagyhajmás,12858,község,Baranya,250.0,Hegyháti,Sásd,5,Mágocs,1801,311,143
Nagyhalász,27155,város,Szabolcs-Szatmár-Bereg,1510.0,Ibrányi,Ibrány,1,–,4431,5660,1989
Nagyharsány,2653,község,Baranya,310.0,Siklósi,Siklós,2,Helyben – Locally,2601,1417,516
Nagyhegyes,9478,község,Hajdú-Bihar,1000.0,Hajdúszoboszlói,Hajdúszoboszló,1,–,13277,2716,1046
Nagyhódos,26976,község,Szabolcs-Szatmár-Bereg,1500.0,Fehérgyarmati,Fehérgyarmat,6,Méhtelek,766,128,85
Nagyhuta,15468,község,Borsod-Abaúj-Zemplén,650.0,Sátoraljaújhelyi,Sátoraljaújhely,6,Kishuta,3506,56,40
Nagyigmánd,22372,nagyközség,Komárom-Esztergom,1120.0,Komáromi,Komárom,2,Helyben – Locally,5135,2878,1171
Nagyiván,21689,község,Jász-Nagykun-Szolnok,1680.0,Tiszafüredi,Tiszafüred,6,Tiszaigar,4316,1180,505
Nagykálló,24785,város,Szabolcs-Szatmár-Bereg,1551.0,Nagykállói,Nagykálló,1,–,6852,9211,3639
Nagykamarás,4242,község,Békés,490.0,Mezőkovácsházai,Mezőkovácsháza,2,Helyben – Locally,4310,1343,840
Nagykanizsa,30933,megyei jogú város,Zala,1961.0,Nagykanizsai,Nagykanizsa,1,–,14840,47683,22481
Nagykapornak,20589,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,2,Helyben – Locally,2441,912,368
Nagykarácsony,7001,község,Fejér,780.0,Dunaújvárosi,Dunaújváros,2,Helyben – Locally,3046,1296,587
Nagykáta,13435,város,Pest,1311.0,Nagykátai,Nagykáta,1,–,8161,12384,5081
Nagykereki,8907,község,Hajdú-Bihar,940.0,Berettyóújfalui,Berettyóújfalu,6,Biharkeresztes,3727,1369,502
Nagykeresztúr,34281,község,Nógrád,1200.0,Salgótarjáni,Salgótarján,6,Lucfalva,820,251,101
Nagykinizs,26505,község,Borsod-Abaúj-Zemplén,670.0,Szikszói,Szikszó,5,Szikszó,658,314,127
Nagykónyi,27182,község,Tolna,1740.0,Tamási,Tamási,2,Helyben – Locally,4788,1097,519
Nagykorpád,32805,község,Somogy,1450.0,Nagyatádi,Nagyatád,5,Lábod,3342,575,218
Nagykovácsi,9991,nagyközség,Pest,1230.0,Budakeszi,Budakeszi,1,–,2767,7469,2640
Nagykozár,10940,község,Baranya,280.0,Pécsi,Pécs,2,Helyben – Locally,1146,1942,646
Nagykökényes,24943,község,Heves,1070.0,Hatvani,Hatvan,6,Heréd,1728,571,263
Nagykölked,32920,község,Vas,1770.0,Körmendi,Körmend,5,Vasalja,978,148,69
Nagykőrös,19716,város,Pest,1321.0,Nagykőrösi,Nagykőrös,1,–,22794,23589,10516
Nagykörű,15574,község,Jász-Nagykun-Szolnok,1670.0,Szolnoki,Szolnok,2,Helyben – Locally,4281,1577,908
Nagykutas,22178,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,5,Zalaszentiván,845,422,187
Nagylak,12779,község,Csongrád,730.0,Makói,Makó,5,Magyarcsanád,469,432,300
Nagylengyel,4455,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,6,Gellénháza,1024,461,205
Nagylóc,21102,község,Nógrád,1210.0,Szécsényi,Szécsény,2,Helyben – Locally,3912,1501,697
Nagylók,32364,község,Fejér,840.0,Sárbogárdi,Sárbogárd,2,Helyben – Locally,3244,1050,461
Nagylózs,32939,község,Győr-Moson-Sopron,910.0,Soproni,Sopron,6,Sopronkövesd,1925,1034,290
Nagymágocs,17233,nagyközség,Csongrád,760.0,Szentesi,Szentes,2,Helyben – Locally,7509,2968,1237
Nagymányok,14030,város,Tolna,1700.0,Bonyhádi,Bonyhád,1,–,1068,2233,919
Nagymaros,31732,város,Pest,1370.0,Szobi,Szob,1,–,3437,4717,2018
Nagymizdó,15060,község,Vas,1770.0,Körmendi,Körmend,6,Molnaszecsőd,676,113,78
Nagynyárád,14650,község,Baranya,270.0,Mohácsi,Mohács,2,Helyben – Locally,2434,709,323
Nagyoroszi,23986,község,Nógrád,1190.0,Rétsági,Rétság,2,Helyben – Locally,4003,2137,839
Nagypáli,28468,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,2,Helyben – Locally,634,492,188
Nagypall,19877,község,Baranya,290.0,Pécsváradi,Pécsvárad,5,Erzsébet,713,359,154
Nagypeterd,27164,község,Baranya,330.0,Szigetvári,Szigetvár,2,Helyben – Locally,1163,637,229
Nagypirit,21403,község,Veszprém,1860.0,Devecseri,Devecser,5,Tüskevár,1017,258,158
Nagyrábé,6309,nagyközség,Hajdú-Bihar,1020.0,Püspökladányi,Püspökladány,2,Helyben – Locally,8542,2144,935
Nagyrada,16513,község,Zala,1960.0,Nagykanizsai,Nagykanizsa,6,Gelse,1285,467,201
Nagyrákos,29869,község,Vas,1770.0,Körmendi,Körmend,6,Őriszentpéter,1611,261,132
Nagyrécse,14979,község,Zala,1960.0,Nagykanizsai,Nagykanizsa,2,Helyben – Locally,2699,1061,397
Nagyréde,31486,község,Heves,1060.0,Gyöngyösi,Gyöngyös,2,Helyben – Locally,3434,3150,1249
Nagyrév,6318,község,Jász-Nagykun-Szolnok,1650.0,Kunszentmártoni,Kunszentmárton,6,Tiszakürt,2979,631,373
Nagyrozvágy,33181,község,Borsod-Abaúj-Zemplén,540.0,Cigándi,Cigánd,5,Ricse,2681,625,290
Nagysáp,27076,község,Komárom-Esztergom,1100.0,Esztergomi,Esztergom,6,Bajót,2478,1422,509
Nagysimonyi,26143,község,Vas,1760.0,Celldömölki,Celldömölk,2,Helyben – Locally,1567,972,425
Nagyszakácsi,25520,község,Somogy,1440.0,Marcali,Marcali,2,Helyben – Locally,2137,414,278
Nagyszékely,6761,község,Tolna,1740.0,Tamási,Tamási,6,Tolnanémedi,3671,408,227
Nagyszekeres,27988,község,Szabolcs-Szatmár-Bereg,1500.0,Fehérgyarmati,Fehérgyarmat,2,Helyben – Locally,1051,552,204
Nagyszénás,8244,nagyközség,Békés,500.0,Orosházi,Orosháza,1,–,9556,4900,2307
Nagyszentjános,33543,község,Győr-Moson-Sopron,870.0,Győri,Győr,2,Helyben – Locally,3030,1766,624
Nagyszokoly,13709,község,Tolna,1740.0,Tamási,Tamási,6,Nagykónyi,2799,903,420
Nagytálya,27605,község,Heves,1040.0,Egri,Eger,5,Maklár,1319,831,364
Nagytarcsa,23409,község,Pest,1280.0,Gödöllői,Gödöllő,1,–,1214,4250,1598
Nagytevel,25201,község,Veszprém,1870.0,Pápai,Pápa,6,Ugod,1441,518,216
Nagytilaj,24837,község,Vas,1820.0,Vasvári,Vasvár,6,Oszkó,1566,119,135
Nagytótfalu,28927,község,Baranya,310.0,Siklósi,Siklós,6,Nagyharsány,1117,352,129
Nagytőke,29179,község,Csongrád,760.0,Szentesi,Szentes,6,Szentes,5468,390,224
Nagyút,10418,község,Heves,1050.0,Füzesabonyi,Füzesabony,6,Kompolt,1894,663,337
Nagyvarsány,33783,község,Szabolcs-Szatmár-Bereg,1590.0,Vásárosnaményi,Vásárosnamény,6,Ilk,1255,1432,548
Nagyváty,14191,község,Baranya,330.0,Szigetvári,Szigetvár,6,Nagypeterd,1267,339,129
Nagyvázsony,19196,község,Veszprém,1910.0,Veszprémi,Veszprém,2,Helyben – Locally,7629,1727,677
Nagyvejke,16452,község,Tolna,1700.0,Bonyhádi,Bonyhád,6,Kakasd,777,158,84
Nagyveleg,23588,község,Fejér,820.0,Móri,Mór,6,Bakonycsernye,1317,650,270
Nagyvenyim,26134,község,Fejér,780.0,Dunaújvárosi,Dunaújváros,1,–,4368,4034,1517
Nagyvisnyó,28282,község,Heves,1030.0,Bélapátfalvai,Bélapátfalva,6,Szilvásvárad,4302,914,510
Nak,2796,község,Tolna,1710.0,Dombóvári,Dombóvár,5,Attala,2778,578,281
Napkor,8420,község,Szabolcs-Szatmár-Bereg,1570.0,Nyíregyházi,Nyíregyháza,1,–,3735,3630,1336
Nárai,17367,község,Vas,1810.0,Szombathelyi,Szombathely,6,Ják,1599,1260,461
Narda,2042,község,Vas,1810.0,Szombathelyi,Szombathely,6,Sé,1035,466,194
Naszály,20163,község,Komárom-Esztergom,1140.0,Tatai,Tata,1,–,3022,2297,872
Négyes,24156,község,Borsod-Abaúj-Zemplén,600.0,Mezőkövesdi,Mezőkövesd,6,Mezőkövesd,1733,233,224
Nekézseny,28033,község,Borsod-Abaúj-Zemplén,620.0,Ózdi,Ózd,2,Helyben – Locally,1410,725,340
Nemesapáti,6169,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,6,Nagypáli,1037,500,218
Nemesbikk,5245,község,Borsod-Abaúj-Zemplén,680.0,Tiszaújvárosi,Tiszaújváros,2,Helyben – Locally,2410,929,368
Nemesborzova,27119,község,Szabolcs-Szatmár-Bereg,1500.0,Fehérgyarmati,Fehérgyarmat,6,Nagyszekeres,220,112,44
Nemesbőd,24509,község,Vas,1810.0,Szombathelyi,Szombathely,2,Helyben – Locally,914,616,252
Nemesbük,32948,község,Zala,1930.0,Keszthelyi,Keszthely,6,Zalacsány,998,713,367
Nemescsó,23320,község,Vas,1780.0,Kőszegi,Kőszeg,6,Lukácsháza,738,281,119
Nemesdéd,7913,község,Somogy,1440.0,Marcali,Marcali,6,Nagyszakácsi,2661,730,314
Nemesgörzsöny,5652,község,Veszprém,1870.0,Pápai,Pápa,2,Helyben – Locally,1925,701,296
Nemesgulács,2787,község,Veszprém,1890.0,Tapolcai,Tapolca,5,Szigliget,835,909,376
Nemeshany,5555,község,Veszprém,1880.0,Sümegi,Sümeg,6,Sümeg,1050,397,158
Nemeshetés,7658,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,5,Nagypáli,661,257,195
Nemeske,18236,község,Baranya,330.0,Szigetvári,Szigetvár,6,Nagydobsza,1057,216,106
Nemeskér,29328,község,Győr-Moson-Sopron,910.0,Soproni,Sopron,6,Lövő,642,210,97
Nemeskeresztúr,3674,község,Vas,1760.0,Celldömölki,Celldömölk,6,Jánosháza,1217,277,170
Nemeskisfalud,25511,község,Somogy,1440.0,Marcali,Marcali,6,Böhönye,282,175,44
Nemeskocs,2839,község,Vas,1760.0,Celldömölki,Celldömölk,6,Celldömölk,793,297,143
Nemeskolta,24059,község,Vas,1810.0,Szombathelyi,Szombathely,6,Balogunyom,734,343,138
Nemesládony,26240,község,Vas,1790.0,Sárvári,Sárvár,6,Uraiújfalu,567,139,96
Nemesmedves,31556,község,Vas,1800.0,Szentgotthárdi,Szentgotthárd,6,Rátót,474,27,13
Nemesnádudvar,32540,község,Bács-Kiskun,350.0,Bajai,Baja,2,Helyben – Locally,5878,1818,729
Nemesnép,32665,község,Zala,1940.0,Lenti,Lenti,6,Csesztreg,972,122,89
Nemespátró,19859,község,Zala,1960.0,Nagykanizsai,Nagykanizsa,5,Surd,1225,265,163
Nemesrádó,18023,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,6,Nagykapornak,1402,288,175
Nemesrempehollós,9672,község,Vas,1770.0,Körmendi,Körmend,6,Egyházasrádóc,1205,286,150
Nemessándorháza,25609,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,6,Zalaszentmihály,1116,305,173
Nemesvámos,2194,község,Veszprém,1910.0,Veszprémi,Veszprém,2,Helyben – Locally,4078,2664,922
Nemesvid,17561,község,Somogy,1440.0,Marcali,Marcali,5,Somogyzsitfa,1838,722,321
Nemesvita,28422,község,Veszprém,1890.0,Tapolcai,Tapolca,6,Lesencetomaj,925,313,195
Nemesszalók,21759,község,Veszprém,1870.0,Pápai,Pápa,2,Helyben – Locally,2056,882,359
Nemesszentandrás,8059,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,6,Zalaszentmihály,546,260,132
Németbánya,10409,község,Veszprém,1870.0,Pápai,Pápa,6,Adásztevel,1219,93,82
Németfalu,25414,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,6,Gellénháza,867,173,71
Németkér,15006,község,Tolna,1720.0,Paksi,Paks,5,Dunaszentgyörgy,6497,1723,747
Nemti,27580,község,Nógrád,1170.0,Bátonyterenyei,Bátonyterenye,5,Mátraverebély,1106,723,432
Neszmély,33826,község,Komárom-Esztergom,1140.0,Tatai,Tata,6,Tata,2772,1279,564
Nézsa,9797,község,Nógrád,1190.0,Rétsági,Rétság,2,Helyben – Locally,1867,1091,480
Nick,10843,község,Vas,1790.0,Sárvári,Sárvár,6,Répcelak,1140,484,229
Nikla,10959,község,Somogy,1440.0,Marcali,Marcali,6,Mesztegnyő,2335,708,322
Nógrád,4358,község,Nógrád,1190.0,Rétsági,Rétság,5,Berkenye,2954,1435,691
Nógrádkövesd,32300,község,Nógrád,1160.0,Balassagyarmati,Balassagyarmat,6,Bercel,899,677,298
Nógrádmarcal,29832,község,Nógrád,1160.0,Balassagyarmati,Balassagyarmat,6,Szügy,1993,478,203
Nógrádmegyer,12131,község,Nógrád,1210.0,Szécsényi,Szécsény,5,Rimóc,2277,1633,578
Nógrádsáp,8387,község,Nógrád,1190.0,Rétsági,Rétság,5,Kétbodony,1547,829,375
Nógrádsipek,19497,község,Nógrád,1210.0,Szécsényi,Szécsény,6,Varsány,2013,687,303
Nógrádszakál,27340,község,Nógrád,1210.0,Szécsényi,Szécsény,5,Ludányhalászi,1872,640,252
Nóráp,26523,község,Veszprém,1870.0,Pápai,Pápa,6,Pápakovácsi,758,210,97
Noszlop,14757,község,Veszprém,1860.0,Devecseri,Devecser,5,Devecser,3406,931,408
Noszvaj,18810,község,Heves,1040.0,Egri,Eger,5,Felsőtárkány,1884,1925,743
Nova,3355,község,Zala,1940.0,Lenti,Lenti,6,Páka,3929,804,355
Novaj,29276,község,Heves,1040.0,Egri,Eger,6,Ostoros,1852,1309,562
Novajidrány,27191,község,Borsod-Abaúj-Zemplén,560.0,Encsi,Encs,2,Helyben – Locally,1431,1396,450
Nőtincs,29425,község,Nógrád,1190.0,Rétsági,Rétság,2,Helyben – Locally,2047,1047,513
Nyalka,19752,község,Győr-Moson-Sopron,900.0,Pannonhalmi,Pannonhalma,6,Pázmándfalu,1286,438,198
Nyárád,29009,község,Veszprém,1870.0,Pápai,Pápa,2,Helyben – Locally,1979,933,357
Nyáregyháza,23038,község,Pest,1300.0,Monori,Monor,1,–,3201,3672,1472
Nyárlőrinc,23056,község,Bács-Kiskun,380.0,Kecskeméti,Kecskemét,1,–,6636,2339,1021
Nyársapát,20066,község,Pest,1320.0,Nagykőrösi,Nagykőrös,2,Helyben – Locally,5403,1960,846
Nyékládháza,12885,város,Borsod-Abaúj-Zemplén,610.0,Miskolci,Miskolc,1,–,2467,4865,1853
Nyergesújfalu,15352,város,Komárom-Esztergom,1100.0,Esztergomi,Esztergom,1,–,3963,7378,3092
Nyésta,4419,község,Borsod-Abaúj-Zemplén,670.0,Szikszói,Szikszó,6,Homrogd,689,41,35
Nyim,3203,község,Somogy,1460.0,Siófoki,Siófok,6,Ságvár,976,297,144
Nyírábrány,32294,nagyközség,Hajdú-Bihar,1010.0,Nyíradonyi,Nyíradony,2,Helyben – Locally,5559,3743,1505
Nyíracsád,14003,község,Hajdú-Bihar,1010.0,Nyíradonyi,Nyíradony,1,–,7492,3804,1488
Nyirád,24004,község,Veszprém,1830.0,Ajkai,Ajka,2,Helyben – Locally,6136,1812,752
Nyíradony,6187,város,Hajdú-Bihar,1011.0,Nyíradonyi,Nyíradony,1,–,9657,7714,2761
Nyírbátor,14845,város,Szabolcs-Szatmár-Bereg,1561.0,Nyírbátori,Nyírbátor,1,–,6673,12146,4730
Nyírbéltek,15802,nagyközség,Szabolcs-Szatmár-Bereg,1560.0,Nyírbátori,Nyírbátor,1,–,6219,2891,1098
Nyírbogát,31158,nagyközség,Szabolcs-Szatmár-Bereg,1560.0,Nyírbátori,Nyírbátor,2,Helyben – Locally,5536,3059,1272
Nyírbogdány,28802,község,Szabolcs-Szatmár-Bereg,1520.0,Kemecsei,Kemecse,1,–,3503,2810,1018
Nyírcsaholy,7904,község,Szabolcs-Szatmár-Bereg,1540.0,Mátészalkai,Mátészalka,1,–,3434,2234,842
Nyírcsászári,25973,község,Szabolcs-Szatmár-Bereg,1560.0,Nyírbátori,Nyírbátor,2,Helyben – Locally,1324,1192,429
Nyírderzs,5041,község,Szabolcs-Szatmár-Bereg,1560.0,Nyírbátori,Nyírbátor,5,Nyírbogát,1701,667,267
Nyíregyháza,17206,"megyeszékhely, megyei jogú város",Szabolcs-Szatmár-Bereg,1571.0,Nyíregyházi,Nyíregyháza,1,–,27454,118058,51757
Nyírgelse,28440,község,Szabolcs-Szatmár-Bereg,1560.0,Nyírbátori,Nyírbátor,5,Encsencs,2762,1110,496
Nyírgyulaj,9238,község,Szabolcs-Szatmár-Bereg,1560.0,Nyírbátori,Nyírbátor,1,–,3575,2059,776
Nyíri,26435,község,Borsod-Abaúj-Zemplén,650.0,Sátoraljaújhelyi,Sátoraljaújhely,6,Pálháza,1647,363,179
Nyíribrony,14696,község,Szabolcs-Szatmár-Bereg,1480.0,Baktalórántházai,Baktalórántháza,6,Ramocsaháza,2009,1105,428
Nyírjákó,31477,község,Szabolcs-Szatmár-Bereg,1480.0,Baktalórántházai,Baktalórántháza,5,Baktalórántháza,1034,883,364
Nyírkarász,18290,község,Szabolcs-Szatmár-Bereg,1530.0,Kisvárdai,Kisvárda,1,–,4143,2309,849
Nyírkáta,32452,község,Szabolcs-Szatmár-Bereg,1540.0,Mátészalkai,Mátészalka,1,–,3863,1996,666
Nyírkércs,25928,község,Szabolcs-Szatmár-Bereg,1480.0,Baktalórántházai,Baktalórántháza,6,Ramocsaháza,1428,793,310
Nyírlövő,11095,község,Szabolcs-Szatmár-Bereg,1530.0,Kisvárdai,Kisvárda,6,Pap,791,695,251
Nyírlugos,11271,város,Szabolcs-Szatmár-Bereg,1560.0,Nyírbátori,Nyírbátor,1,–,5839,2683,1211
Nyírmada,12274,város,Szabolcs-Szatmár-Bereg,1590.0,Vásárosnaményi,Vásárosnamény,1,–,3880,4839,1566
Nyírmártonfalva,32382,község,Hajdú-Bihar,1010.0,Nyíradonyi,Nyíradony,1,–,5748,2045,811
Nyírmeggyes,23269,község,Szabolcs-Szatmár-Bereg,1540.0,Mátészalkai,Mátészalka,1,–,2879,2656,1038
Nyírmihálydi,26365,község,Szabolcs-Szatmár-Bereg,1560.0,Nyírbátori,Nyírbátor,1,–,2548,2267,651
Nyírparasznya,10807,község,Szabolcs-Szatmár-Bereg,1540.0,Mátészalkai,Mátészalka,5,Őr,1476,1006,328
Nyírpazony,33145,nagyközség,Szabolcs-Szatmár-Bereg,1570.0,Nyíregyházi,Nyíregyháza,1,–,1505,3372,1277
Nyírpilis,3878,község,Szabolcs-Szatmár-Bereg,1560.0,Nyírbátori,Nyírbátor,6,Nyírcsászári,1634,887,224
Nyírtass,28060,község,Szabolcs-Szatmár-Bereg,1530.0,Kisvárdai,Kisvárda,1,–,3795,2030,798
Nyírtelek,13550,város,Szabolcs-Szatmár-Bereg,1570.0,Nyíregyházi,Nyíregyháza,1,–,6792,6535,2523
Nyírtét,9256,község,Szabolcs-Szatmár-Bereg,1520.0,Kemecsei,Kemecse,2,Helyben – Locally,1717,1021,368
Nyírtura,12098,község,Szabolcs-Szatmár-Bereg,1570.0,Nyíregyházi,Nyíregyháza,2,Helyben – Locally,2148,1773,676
Nyírvasvári,16522,község,Szabolcs-Szatmár-Bereg,1560.0,Nyírbátori,Nyírbátor,1,–,2842,1980,744
Nyomár,4215,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,6,Borsodszirák,1046,307,131
Nyőgér,22318,község,Vas,1790.0,Sárvári,Sárvár,2,Helyben – Locally,1073,321,172
Nyugotszenterzsébet,26329,község,Baranya,330.0,Szigetvári,Szigetvár,6,Nagypeterd,923,250,87
Nyúl,12955,község,Győr-Moson-Sopron,870.0,Győri,Győr,1,–,2514,4373,1635
Óbánya,12645,község,Baranya,290.0,Pécsváradi,Pécsvárad,6,Mecseknádasd,749,117,50
Óbarok,34306,község,Fejér,770.0,Bicskei,Bicske,6,Mány,1926,792,322
